,SegName,SegNum
1498,Belt Pkwy Bike Path Sprint North,19547750
1499,Up and Over: Small Hill at Bay Ridge Promenade Start,20801474
1500,Belt Pkwy: Denise Wharf and Verrazzano Hill North,19547693
1501,Verrazano Mini Descent,21014020
1502,Bay Ridge Harbor Bike Path + Shore Road,858433
1503,In the Shadow of I-278 (Ft Ham Pkwy and 101st),21013824
1504,Poly/7th from 92nd to Cropsey,24897241
1505,Poly/7th from Cropsey to 92nd,21013802
1506,dyker golf course back side,1247191
1507,20th ave: 86th to 68th st,32399313
1508,BR Pkwy SE,32273851
1509,19th Ave sprint,32930524
1510,Ave P is for new Pavement!,5909501
1511,West 9 Highlawn to Bay Parkway,27081365
1512,O HUMP (East),26540335
1513,Kings Hump (West),26540480
1514,BHARGO,13059915
1515,P HUMP (East),26540418
1516,P HUMP (West),26540392
1517,sberry letter 23rd ave,33502749
1518,W10th,33853336
1519,Sammy Goldberg Tri,35442782
1522,Ave R Between Ocean Pkwy and E17th,5546882
1523,Ave S: Ocean to 13.5,34425685
1524,Ocean N->R,29923476
1525,Avenue Now!,30458455
1526,Avenue P Transition From OP to Coney ,28758993
1529,3692 Breezy Loop,1965727
1530,Gerritsen Avenue,5359851
1531,3692 Belt Loop,1516827
1532,Marine Parkway between Filmore and Quentin,5585203
1533,Marine Parkway between Quentin and Filmore,5544169
1534,Marine Park Lasso,17247497
1535,V to Hendricks,12865758
1536,E 37th St Climb,1081088
1537,37 to Burnett after Floyd Racing,17379259
1538,Flatbush Superbikeway,30458479
1539,Ave T TT,33682105
1540,Two laps for extra servings of tree roots,29867699
1541,Inner ring,24595452
1542,E 63 S,24595437
1543,Dakota / Whitman,24595447
1544,E 65 S,24595419
1545,E 64 N,24595423
1546,E 65th St - Strickland Ave to Mayfair Dr S,35141915
1547,Point Lookout Time Trial Challenge,6981499
1548,Empire Ave.,7178680
1549,Brunswick Breakaway,10173549
1550,If you are really from FR then you'd do this Segment on roller blades...,18062849
1551,LIRR FR Overpass Sprint,34344327
1552,Central to Mott,31837591
1553,Lawrence club straightaway,7623208
1554,BL &,12320213
1555,Meadow North,14847575
1556,LMS Single Lap Counter-Clockwise,14788461
1557,Shore Road Main KOM (Fort Hamilton HS to 94th St),21014500
1558,Shore Road: Flying North Past Fort Hamilton HS,21014515
1559,Shore Road: Old Glory Lookout Hill South,21121684
1560,Bayridge Belt Pway Loop,15402353
1561,Shore Road: Fort Hamilton HS Hill North,26843228
1562,86th St East,24460745
1563,Solar Hill,27953812
1564,Rosa Run,28441056
1565,86 Street Burst,2033125
1566,86 swing to 83,29867627
1567,Fort Hamilton descent,23240887
1568,76th st climb,35258602
1576,18th Av from 60th St,27081279
1581,J to H via pedestrian path,25751173
1583,Bedford MJ,33853369
1584,AFK flatbush-bedford,31054830
1585,Flatlands Sprint: Utica-RalphAv,7627971
1586,Avenue M to Avenue I via 56th street,16124193
1587,Ave Nyet,30458583
1588,Let's Shop Avenue N,17227353
1589,Ave M: 59 to Utica,34255197
1590,Paerdegat North Sprint,10449729
1592,Paerdegat Flats,26095189
1593,T-W Bergn,32275512
1594,Into the sun (just 93 million more miles to go),28883479
1598,Jamaica bay loop jam session.  Canarsie park start.,24235848
1600,Inwood expressway sprint,14994330
1601,Oakland (W Broadway to Peninsula),25069655
1602,North Woodmere Crit,9686597
1603,Argyle Rd. sprint,5747498
1604,Argyle Rd. sprint N.,5858917
1606,Pier/Verrazzano mini climb loop,24826914
1607,Curving the Pier!,27046009
1608,Secret Little Forest (breathe it in),10805847
1609,Slapping Pythagoras,25720981
1610,Bay Ridge Ave: Colonial Rd to Bike Path,21178905
1611,Angelhair,7550764
1612,Wakeman Summit ,12793918
1613,Owl's Head Park CW,19547652
1614,Take 1,10349854
1615,nd St Climb,2370468
1616,60th Street climb,4920253
1617,John Travolta ,25223695
1619,6th Ave Climb to Sunset,11844884
1620,bridge-church 5 ave ,7855223
1623,9th Ave Uphill,7711263
1624,11ave - 58st to 45st,13251218
1625,10th Ave,12935710
1627,Make Newton Proud,30670839
1631,Just Getting Started,28672200
1634,Spooky Choice Sprint,34883035
1635,Foster Ave Climb,2593982
1636,Preston MTB,29976721
1637,Flatlands Downhill,3664570
1638,Remsend,30115286
1639,102nd Street Ride,17143651
1649,Shirley's Temple,22046202
1652,North Woodmere Crit Course,24367415
1653,Branch Off to the Park,18174617
1654,Branch blvd south bound,35214895
1655,Bush Terminal Bike Path to Nowhere,17604105
1657,23rd st hill,710614
1658,36th St Climb,653024
1661,Greenwood Cemetery Hill East & 23rd St. Climb,1709197
1663,24th st. Hill,3467977
1665,39th corner to 41st Street,30007669
1668,Prospect Pure Downhill,4362776
1669,10th to Downhill,28030884
1670,PP lower loop (from West side),16141776
1671,Take The Corner,17900461
1672,Fort Hamilton Parkway - Ocean Parkway Overpass,1822155
1673,PP Barthel Entrance to 16th St Exit,5770475
1674,Greenwood Cemetery Hill,860126
1677,Prospect Velodrome Uphill Kilo (Charlie I finish),2910215
1678,Breeze Hill,22014261
1679,Prospect Park Cat5 - 5 Laps race,4038195
1682,Up to Flatbush Ave ,25918717
1683,Flatbush to Lefferts Trail,5124634
1686,Smokestack Sprint ,10805143
1693,Ave Defund,32273511
1694,Rockin the New Lots Away,34180815
1695,Louisiana Avenue Climb,5682697
1697,Mini Tour De Gateway,11120303
1698,Gateway Drive Northwest,13310942
1699,Gateway spin beat the bus,16400843
1700,drivers definitely 'mirin,33474334
1702,Women Do Be Shopping Though,34997369
1704,jeff fulton bikes elite brooklyn sprint 123 go,6290422
1713,NoWo Sprint!,25731627
1716,Beard Cobble Run,13091785
1717,Beard Street Trip to Ikea,19846588
1718,Columbia Street Esplanade (IKEA to Erie Basin Auto Pound),22352365
1719,Stevie's Sprint Shoot Out,25699374
1720,Red Hook Sprint reverse dir.,4613447
1722,Red Hook Sprint,4613429
1723,Columbia Street Esplanade (Erie Basin Auto Pound to Bay St),22352374
1724,Sprint to the Gowanus!,16314917
1725,9th st from 3rd to Smith,22306533
1727,BQE to 5th Ave hill,5948702
1728,3rd to 6th av (via 17th street),24688219
1729,PP - 3rd St to Bandshell,18935484
1733,3rd Street Climb,5443471
1734,Center Dr Climb,1488051
1735,JK: 3 Lap Tempo,4972666
1736,Grand Army Uphill,11714992
1738,Carroll to 3rd Street Climb,12781330
1745,Fire! Fire! Sprint!,11636860
1746,CH climb Empire to Eastern,4442567
1747,Mid Bedford Drop,4127793
1751,Dean St. SPRINT,26014018
1752,Nostrand Drive,5603930
1753,Lincoln Place Climb,6564383
1757,s4,24973329
1760,grenada ride,6230103
1762,St.Johns pl - Utica to Eastern Pkwy,12418948
1764,Utica downhill Sprint,4470076
1766,Up Utica We Go,11034960
1767,I'm In Danger,31176201
1770,Atlantic overpass (Crazy guy special),9794653
1771,Speed bump for Verrazano guys lol,12883710
1773,Hinsdale,32273735
1775,Soup for my family ,28058120
1776,Bradford - New Lots to Pitkin,13310946
1777,Liberty Ave vs Ave Nots,31828227
1778,New Lots to Pitkin,31567246
1781,Crescent North,33474417
1782,Sutter Butter,33474355
1784,84th st bike lane,14201805
1785,Pitkin Premiere ,31043120
1788,79 to Linden,30408539
1790,102 to NPP,32025509
1791,N Conduit Springfield to Brewer,34947141
1796,Red Hook Dragstrip reverse dir.,4613403
1797,The Oval (widdershins),9663867
1798,Governor's Island Speed Circuit,8107442
1800,Red Hook Crit 2016 one lap qualifier ,11954290
1801,Yankee Pier Loop,28370576
1802,RHBk18 lap ,17511578
1805,just the hill ,20358412
1806,Columbia Street Express Bike Path,8424477
1808,Smith Street Squeeze (1pl to Atlantic),25564336
1809,Henry: Atlantic to Kane,20237035
1810,Hicks Street Drag Strip,12721935
1811,Court Street Drivin' - Bergen to the Park,3476496
1812,Union St Climb,881568
1813,Lafayette Ave Climb,3672831
1816,Baltic to Atlantic climb ,4920098
1817,bergen crunch ,12243725
1818,Dekalb Ave Downhill,3722077
1823,Old School Race Down Hill R.W.,13323017
1827,Beat the Franklin light,13666194
1829,ALL OF THE LIGHTS (Lafayette to Halsey),14222244
1831,f ride,6230110
1834,Marcy Mash Fulton to Lafayette,25367250
1835,Castlemania,30424857
1838,Fulton to Halsey sprint,12409170
1842,Mount Bushwick ,10925011
1845,Mount Bushwick II,27630976
1846,Halsey Hustle,4067949
1850,Section 1 (DTL),22092804
1851,Highland Park Sprint,15597143
1854,Highland Park Climb,2348956
1865,111thâ„¢ï¸,27582934
1867,Francis Lewis Bike Lane Lap,32650386
1869,Where idiots jog - NW,20789759
1870,Battery park westbound,11238223
1871,Helicopter Pass,2315390
1872,Island Loop,14757650
1873,Castle Clinton Bend - South,16287984
1874,Hudson River Park Loop,1700911
1875,Battery park to lighthouse roundtrip,14440547
1876,Down the hill!,9791903
1877,Brooklyn Bridge Park Main,10680206
1878,"Brooklyn Bridge climb, Manhattan-bound",9435429
1880,Brooklyn Bridge Park southbound,15418149
1882,Furman: Fulton to Joralemon,5258930
1884,Adams drag strip,19680008
1886,Vanderbilt to Navy St.,1090891
1893,Vanderbilt to the Manhattan Bridge,11703689
1894,Myrtle to Fort Greene Park,22014288
1895,Navy Street Sprint,2562162
1896,Kent  Bike Path to the sketchy truck light,9281894
1898,Division to Flushing: Max Sprint Speed/Power - CIS: Training Systems,3924564
1899,Orthodox Hill,4154142
1902,Bedford Sprint Hill,9872113
1903,Brooklyn Mole Hill,4323415
1904,on Willoughby from Clinton Ave. to Franklin Ave.,4466766
1905,Lee to Willoughby Blitz,13603721
1909,Throop (Flushing to B'way),2424182
1911,Showtime,10951028
1914,The Broadway Clime,10578443
1916,Jefferson St/ Irving Ave- to Harman St,3707096
1917,Genevieve; Almost home! ,5007596
1919,Central Ave Up and Down,4945174
1921,Sprint Up Suydam,5517284
1922,Dekalb Ave Hill Bomb!,5031074
1923,Evergreen Pot Hole Downhill,4921198
1924,Stanhope 2 George st On knickerbocker,5466003
1935,Cypress Ave Climb,5793560
1937,Cooper Ave from Myrtle to Cypress,21806262
1942,Hill in the woods,11048074
1943,Le Col du ForÃªt,4052345
1944,Forest Park Suicide Descent,12939111
1945,Beerboy Burn,11466131
1946,Ride through the woods,11038976
1954,Jamaica to Myrtle,32229347
1957,hi-lo StepsUp,19667841
1958,Sutphin - Parsons on Jamaica,11637626
1959,Parsons - Merrick,10224724
1960,Liberation Now,35176888
1961,Montgomery to Essex,16445482
1962,Waterfront Crit Lap,24430089
1963,Jersey City Tri Lap,12992715
1964,Broadway Climb,2634139
1965,Battery Esplanade - South to North Cove,14847030
1966,Battery Park City Turn,13527451
1967,WTC Detour,10817693
1968,Danger! Watch for extendable dog lead across path ,9453673
1969,WTC Detout,10817694
1971,North Bound Bridge Bomb,9473229
1972,Uphill Manhattan to Brooklyn on Manhattan Br,4386516
1973,china town finale,11687407
1974,Beat the lights,21176606
1976,Bridge-to-Bridge Boogie,27087247
1978,Supreme Court Sprint,12534982
1983,WB WEST DOWN,26709694
1986,ERB - Williamsburg to Lindsay,20783351
1987,Sprint to Houston exit,10815498
1988,East River under Williamsburg,995137
1991,WB to Grand - CIS Training Systems ,6021073
1994,Hipster Ascent,20072372
1995,Hipster Hustle - Northside,2613920
1999,Roebling Street Climb,6169615
2000,Grand & Bushwick 2 Morgan DownHill,3928248
2002,Morgan -> Bushwick climb,9265143
2005,Metropolitan to BQE Downhill,14271855
2006,Meeker to Grand,4016738
2007,HumBOLT,17584418
2009,Metro: Morgan > Union,35222451
2012,Johnson Av - Morgan to Flushing,4933373
2013,Troutman to Wyckoff,8502844
2014,Superfund Site: The Bike Lane,30639475
2018,K Sq to Metro,32270614
2020,lookout4dakidz,34129949
2021,Underpass to Maspeth ,29007811
2023,Le col de flushing,31059720
2026,Eliot to Metro,20775926
2027,Dead Man's Climb,7612667
2030,Cemetery Cobble Climb,744227
2033,The Atlas Sprint,7684494
2035,Graverobbers Run,21017021
2036,Selfridge st hustle,5661874
2037,DON'T SEND YOUR KIDS TO MERCY THEY WILL END UP AN ADDICT,33759355
2041,Hill on the way to Forest Park,17776475
2044,Greenway N - Ascan to Union,12623348
2046,Kewl Gardenz,29386364
2048,Down the Rabbit Hole,5748016
2053,Qnz Blvd Climb; 87th Ave to Main St,3426610
2055,Parsons to Judge Moses,32069532
2057,164th Street Climb (Hillside to GCP),906617
2062,Tepperwhere Tri,34130256
2063,Joe ATX To Tepp,34573374
2068,blvd hill,33999746
2071,Francis Lewis to Hempstead,28895192
2072,Jamaica Ave Sprint,28895217
2073,Downtown JC,24890295
2074,Washington Sprint,24456368
2075,Newport to Marin,5677607
2076,Newport Sprint,10544625
2077,Post Office Loop,25421318
2078,Mall Drive West,20900772
2079,No Curb Cut,24916416
2080,But I don't want to walk my bike!,10544594
2081,Houston to Canal Sprint,4780432
2082,Canal Street to Vestry Street Sprint,1675607
2083,Washington South (Chris St - Canal),12534917
2085,Lafayette Hustle,20066560
2090,Broadway Bullet,8587293
2091,Prince st,22223892
2092,Sixth to Broadway Uphill Deliciousness ,11037598
2101,14th Street Flat,9532021
2103,B-hive,9853732
2107,Franklin Cruise,8502827
2108,West Street Sprint,15399503
2109,North 10th to India via Kent,24110426
2111,Franklin Downhill (Wheeee!),10848783
2114,Greenpoint Ave Bridge to Queens,9555527
2115,Driggs GP Sprint,5228154
2116,Greenpoint Ave: McG to Review,15687160
2117,GP Bridge: Review to Kingsland,16320069
2119,Run the Jewel St,11947369
2120,Kingsland Hustle,5252766
2121,Apollo Hill ,19844292
2123,Into Williamsburg Via Queens,4035422
2128,50th Street Climb,4253452
2129,bump along side the expressway,5731421
2134,Maurice Avenue Climb,3723563
2135,Oscar Hernandez Boulevard,13115406
2138,Maurice To Hamilton Climb,8494128
2139,This triangle is better,34976230
2144,70th Street Hill,7969298
2145,Grand Design,14052055
2147,Calamus ,33927770
2148,69th St Climb. Nice,30503512
2150,Qnz Blvd. Climb: Jewel Ave 2 67th Rd.,3901292
2153,Climb # 1 ,7380996
2156,99th Problem,31888376
2157,63rd Rd to 108th (Jurassic),34686873
2161,Through the valley of the shadow of death,22879166
2163,VWE to GCP - 69th rd,10413858
2172,150ST: Queens College to BQG 73AV,10646746
2177,Wildman 164 to Utopia,29104715
2179,"no, MEtopia!!",34130385
2180,Union Utopia,32069407
2183,it never ends,10799335
2185,188th hill,10429376
2186,Utopian family BBQ,34130010
2187,188th St hill to GCP,29234243
2188,188 hill to radnor,33995693
2190,union to mclaughlin,10439861
2191,Long hill,2635517
2193,Richland Ave,14235135
2198,Creedmoor Eastbound ,4086444
2199,SinatraDriveBikePath,14023046
2200,rd Street Climb,5263878
2201,Park Avenue Climb,5251926
2202,Willow Ave 11th to 1st Street,4388978
2203,SinatraCurve,14023041
2204,Park Avenue Climb,5251927
2205,4th to Hudson Water Sprint,4893841
2206,Sinatra Sprint South,2529178
2207,Raveche Express,966454
2208,Heights of Hoboken,14897163
2210,"02.1 - SB, W17th - Gansevoort (WSH)",5107601
2213,14th to 21st Bomb,10422873
2216,7th - 29th to 22nd,16314718
2217,23rd to 14th 5th Ave sprint,10392102
2218,East 21st Street Climb,4143675
2220,8th Ave - 15th to 30th Streets,13207203
2224,2nd ave - W34 to W21,16494548
2226,"Race the lights - 2nd Ave, 42nd to 23rd St",1221195
2227,East side ride,7272878
2228,34th & 1st ave street climb,7030980
2235,Center Blvd South,13319928
2236,Center Blvd North,13319924
2241,queens plaza subway climb,18594642
2243,Jackson Ave to the Pulaski Bridge,3992268
2244,Along the train tracks,21933455
2245,Thompson Ave Bridge,12601376
2246,Industrially Ravaged Heartland of America,35250934
2249,Skillman 48th to 39th,11825589
2251,43rd Ave. Green Sprint,2193502
2252,Queens Blvd Down,5463478
2253,48th Ave Bomb,8471469
2254,Celtic Park straightaway,2646102
2261,58th Street quick hill from Queens Blvd.,2617204
2266,Cemetery Straightaway North,3053907
2267,Queens Blvd (67th to 51st st),14875260
2268,Wind? What Wind?,22409956
2269,Metro Motel Half-Mile,22326896
2271,75th to 85th,29355769
2273,75th to 82nd,29355876
2274,Broadway to Junction,16340672
2275,A Nice Little Climb,14695667
2277,Justice to 56th Ave,12923364
2278,Dunkin Dash Turbo Shot,6112322
2288,108st Corona S/B,10503635
2289,108th - LIE . Space Park,34686801
2291,Amphitheatre Bridge North,5560196
2292,Amphitheatre Bridge South,5447363
2305,Kissena2Parsons Hill,15159058
2306,parsons 2 kissena via rose,10383745
2307,booth to rose sprint,8466378
2309,qc drive by,31291514
2310,FULL 164ST KISSENA HILL - UNDERHILL TO LIE,10570013
2316,LIE Cemetery Bump,10497018
2318,Full Booth Scream,4181016
2321,SFP Franny Lew Drag Sprint - SouthBound,3204821
2322,SFP Franny Lew Drag Sprint - North bound,7129954
2323,Up and over the bridge II,3342568
2331,First Quarter (new 2020),26632748
2335,Cool Down 1,8146119
2337,Springfield S to Union Blvd,19073821
2339,Alley Pond Mini Wall,12499924
2340,Up to Alley,28196480
2341,Alley mid,28196388
2342,Alley Pond Park,5442939
2343,Alley Cut Through,14011745
2344,keep up with the cars on Union tpk,12253262
2345,Half Mile School Sprint,8660753
2346,Sanitation Hill - Smelly South Side,3996380
2347,We need motorparkwayeast!,13847064
2348,Alley Pond To Cunningham Full Lap ,2365921
2349,Paul Kaczka Memorial Bridge,7715012
2350,3RD CLIMB,4412756
2351,Palisade Small Hill,7371990
2352,14th Street Viaduct (Park to Manhattan) ,1669071
2353,Park Ave Bridge over Tracks (South),14247057
2354,Manhattan Avenue,3743844
2355,Hoboken to Ranger Loop,5910401
2356,"Palisade to Gregory - Weehawken, Via Highpoint and Oak.",12052826
2357,Hackensack Plank Shippen Extension,2168317
2358,Shake and Bakery,24723047
2359,26 to 32 Straight Sport,20523320
2360,Harbor Blvd SB Sprint,24890755
2361,Ruth's Chris Steakhouse Dash,2585017
2362,River Road-GWB Entrance & Back,4831931
2363,River Road - East Palisades TT,4752798
2364,Weehaken Crit Loop,7177140
2366,34th to 39th up 8th Ave.,7201480
2367,MSG to 42nd,25198273
2370,9th Ave: 42nd to 34th,2738573
2374,West 45th Street Climb,4155057
2380,5th ave - 58th to 45th,16314722
2382,"Madison Avenue, NYC",6367278
2383,Please Take Trump Back. Please!!! ,21768943
2384,Queensboro Bridge Eastbound Climb,3693893
2391,East Rd Sprint,23839805
2392,East Road Sprint (Reverse),24032832
2394,Queensbridge Park Greenway,15846826
2398,Post Queens Cut-off,11983915
2401,Queensborough Bridge East Ascent,6972897
2403,Stop signs galore,7741009
2405,34th Ave to 30th Ave,9819286
2406,th Street Climb,5733888
2407,Broadway (Steinway -> 31st),16547378
2409,NBV (Steinway to 31),11177267
2411,35th Ave. Sprint,4125913
2413,35th st Astoria,32997329
2416,No-Bro Northern,34157339
2420,34th to 31st - hit the green light,16367793
2422,Bolt to Traverse,29610897
2424,The Da$h,29610936
2426,34th 80th to 69th St,29441829
2428,Bolty's Way,15235477
2430,Junction to 105th,29300892
2435,E/B 34th Ave Over GCP to Shea,10621168
2437,Citi Field Parking Lot CW,28210399
2438,Hwy to Dunk 12,31273790
2440,108th pre-check,34686792
2447,Ride the CP BLVD Wave Brah _m/,10571298
2448,stinky sus street,10571283
2453,45th ave. chaos,12501403
2455,N/B 149ST Murray Hill,10590833
2460,Northern to Crocheron,32069383
2464,SpRiNgFiElD SoUtH BlAsT,19568551
2467,PS 203 Hill towards Northern,11437628
2468,Bell Blvd -> the Lake @ Oakland Gardens,24912947
2469,Silent Springfield,34130222
2470,PS 203 Drop,29478742
2472,Northern blvd climb,12377632
2473,Alameda Climb,4882452
2474,Into the Jungle,33841180
2475,To the Great Wall and Back,16100856
2476,Marathon to Little Neck,13258322
2477,triangle 2nd wall round trip,5928430
2478,tues  triangle,1649616
2479,Little Neck Hill,1472038
2480,72nd Ave Climb,1415605
2481,To the High Towers,29933379
2482,Little Neck Pkwy - LIE to 61st Ave,5027288
2483,Union-38,2541243
2484,Hyper Speed,7611060
2485,Hudson Steep,12712156
2486,The Climb,12197960
2487,General Pershing,6073807
2488,Hoboken Giddyup,5461732
2489,Descending Pershing,11051226
2490,Half Pershing,17879858
2491,My local hill repeats X 10,10791992
2492,Pershing Road X 6,12606335
2493,Wax and Wane 2,13227282
2494,Sprint out the park,9574635
2495,Ferry Blvd to Henley,5524375
2496,Clifton Terr,3605900
2497,The Shortcut - Northbound,23663083
2498,the colour of magic,12256349
2499,11th ave - 50's,21813021
2500,Narrow Shoot 72nd - 61st,2129837
2501,Under the Bypass (uptown),7404969
2508,TOG Downhill Sprint,8150710
2509,Matt's sprint,6990384
2510,CP Time Trial to 72nd,1995199
2511,D6_CP.4:7,11938482
2514,West end - 72nd to 66th,16894432
2521,72 & Park to top of cats paw,22326850
2522,East 72 St + 3rd Ave Light Change Death Sprint,1436523
2523,Chase the 3rd Ave Lights,7874314
2524,86st Sprint Down Lex,9547458
2532,Hallets Point Boardwalk,24601653
2533,CRESCENT DANGER,24892076
2538,Astoria Park Breezeway N & S,24683054
2545,North 36th Street Climb,4233131
2546,Astoria blvd to Ditmars via 43rd street,11975004
2547,20th Ave to Ditmars Blvd Hill,12073371
2548,Escape From Steinway,26102698
2553,Up And Away from LGA,18902595
2555,Grimper La Vingt-TroisiÃ¨me,3811897
2561,26th Ave - Bell Blvd. to Clearview Riser,5854516
2562,26th ave - bell blvd to corp kennedy st,15686562
2565,Tracks to Douglaston / Shore Road Penninsula,4443287
2575,Water Mill Short Cut,9727235
2576,Lakeville climb ,26979557
2577,Semicircle,9727212
2578,Concord Ave Climb,945828
2579,Gaskell Road,1460479
2580,Morning Wood,12173161
2581,Concord St-Overlook Rd,7866245
2582,University gardens loop,29632698
2583,Quick corners,29632718
2584,Linford Climb,29986069
2595,Ferry Rd.,12470919
2596,skyline bump river road,4441593
2597,To Palisades Medical Center,12143016
2600,"08.1 - SB, W90th - W84th (the ""Highway"")",5107394
2602,West 86th Street Climb,6026992
2604,Riverside drive end - W88 to W72,16090316
2605,"08.0 - NB, W84th - W90th (the ""Highway"")",5107099
2606,Columbus Ave Climb,2859437
2607,80th to 87th Sprint Climb,8293274
2611,Helga,9488638
2612,Back Side Sprint,9197143
2614,CRCA W98 Finish,7494371
2615,8 block straightaway sprint,7006434
2617,3 x Harlem Hill,11681489
2618,Up 96 to 106 on 1st,20724412
2621,Randall's Island Circuit,3803152
2622,ward's island bridge West,2158469
2624,Wards/Randall's Island CtrClckwise Full Loop,24287029
2628,Central Sprint Downhill,23156641
2635,32 Gates trail,19403248
2636,Punching Randall,8730889
2639,127th st-powells cove -9th ave,21826786
2647,Surf Ave: Stillwell to Brighton,17318545
2649,manhattan beach loop,3798446
2653,Emmoms from Bragg to Ocean,18204572
2682,183 - 177,10266039
2684,Meserole St to Willyburg Bridge,25876418
2685,Cemetery Sprint,1126366
2733,Breezy Beach Ride,25826982
2735,Beach Channel TT by Verrazano Team,27912283
2741,B125 to B40,14549548
2742,B105 St to B59 St East Boardwalk,12066021
2749,Broad Channel Breakaway,25264862
2754,"Caesar""s Bay to bridge",1103124
2756,Canarsie Beach Pier to Shirley Chisholm State Park,24927479
2757,Final Stretch to the Pier!,19547705
2758,Light the Fiya,5074680
2761,AVM Pier to Old Glory Lookout,21121588
2771,Dash to Prospect Expressway ,4920119
2795,Pulaski Bridge South (Any approach),906416
2797,KBS+ Cruise,4298692
2812,82nd St blast off!,24621880
2825,N Boundary Rd,6106573
2850,Booth Memorial Cemetery Hill,2268138
2871,bayside ave -161 st to parson blvd,17054001
2872,20th Ave boogey,4910170
